發生地點,經度,緯度
高雄市三民區九如二路 / 高雄市三民區重慶街,120.301796,22.641339
桃園市中壢區中央東路口 / 桃園市中壢區建國路口,121.225742,24.956462
彰化縣溪州鄉三條村三西路 / 彰化縣溪州鄉三條村俊智路1巷,120.489099,23.824512
臺南市後壁區後壁區長短樹里一般道路營竹高幹100號電桿前,120.329123,23.352038
桃園市龜山區振興路229巷往長壽路方向(振興路電桿0801530號前),121.352759,25.006902
臺南市西港區金砂里南44-1線公路1.8公里處,120.202739,23.156334
花蓮縣吉安鄉台9丙線 9公里500.0公尺處南側,121.537926,23.944249
桃園市蘆竹區南竹路2段口 / 桃園市蘆竹區蘆興南路口,121.280370,25.037300
高雄市林園區沿海路2段 / 高雄市林園區林園南路,120.396400,22.500570
雲林縣斗南鎮國道1號 243公里300.0公尺處南側向外側,120.460922,23.675468
高雄市湖內區中山路 / 高雄市湖內區民生街,120.251374,22.879274
臺南市安南區海佃路1段東側 / 臺南市安南區海佃路1段南側,120.190940,23.027807
桃園市大園區新生路66號前0.0公尺,121.199716,25.065106
桃園市大園區台61線34K北上側車道旁平面道路,121.178267,25.082194
高雄市路竹區環球路 / 高雄市路竹區新生路,120.302445,22.873952
新竹市東區中華路一段口 / 新竹市東區太原路,120.992211,24.814581
